TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
195906,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1 Ardath Ct,9,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.73400549,-122.3817521
184256,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3919 Kirkham St,3,Sidewalk: Curb side : Yard,Private,,10,Width 0ft,37.75861356,-122.5028721
14308,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2175 Market St,12,Sidewalk: Curb side : Cutout,DPW,9/12/93 0:00,12,4X4,37.76625086,-122.4302719
183361,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3000 Quintara St,2,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.74776581,-122.4978346
101463,DPW Maintained,Lophostemon confertus :: Brisbane Box,102 Henry Adams St,11,Sidewalk: Curb side : Cutout,Private,,7,3x3,37.76780934,-122.4039227
138396,DPW Maintained,Lophostemon confertus :: Brisbane Box,2445 PINE ST,14,Sidewalk: Curb side : Cutout,Private,,6,Width 0ft,37.78761506,-122.4357443
201998,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200 Paul Ave,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.72293632,-122.3976665
201228,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,979 Market St,5,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.78257695,-122.4096815
132661,DPW Maintained,Pittosporum undulatum :: Victorian Box,3314 Clay St,1,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.78909178,-122.447494
212464,DPW Maintained,Prunus cerasifera :: Cherry Plum,342 Granada Ave,2,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.7248067,-122.457226
210412,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,131 Del Sur Ave,3,Sidewalk: Curb side : Cutout,Private,,24,Width 2ft,37.74180775,-122.4541885
225411,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',762 Noe St,2,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.75680821,-122.4324832
44102,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2900 Vallejo St,2,Sidewalk: Curb side : Cutout,Private,11/7/00 0:00,4,,37.7939884,-122.4452789
906,DPW Maintained,Lophostemon confertus :: Brisbane Box,1190 Alemany Blvd,1,Sidewalk: Curb side : Cutout,DPW,3/23/04 0:00,6,5x6,37.73079127,-122.4309675
4542,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,66 Cleary Ct,5,Sidewalk: Curb side : Cutout,DPW,1/19/16 10:23,3,3X3,37.78412687,-122.4270214
5185,Permitted Site,Lophostemon confertus :: Brisbane Box,1206X Fell St,1,Sidewalk: Curb side : Cutout,Private,3/28/08 0:00,3,3X3,37.77412835,-122.4379241
196233,DPW Maintained,Prunus cerasifera :: Cherry Plum,615 Bryant St,2,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.77933869,-122.3982003
140402,DPW Maintained,Pittosporum undulatum :: Victorian Box,1428 STEINER ST,2,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.78257351,-122.4341729
139368,DPW Maintained,Prunus cerasifera :: Cherry Plum,2616 SUTTER ST,1,Sidewalk: Curb side : Cutout,Private,,5,Width 0ft,37.78480392,-122.4439449
23994,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,299 West Portal Ave,1,Sidewalk: Curb side : Cutout,DPW,,13,3x3,37.73799416,-122.4688418
12001,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1230X La Salle Ave,2,Sidewalk: Curb side : Cutout,DPW,3/11/06 0:00,3,3X3,37.73193967,-122.3824379
128271,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',55 Francisco St,2,Sidewalk: Curb side : Cutout,Private,,12,Width 5ft,37.80544921,-122.4067862
195907,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1 Ardath Ct,10,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.734079,-122.3817735
10903,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1340 Hudson Ave,1,Sidewalk: Curb side : Cutout,Private,,12,3X4,37.73617057,-122.3834519
214829,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,575 Lakeview Ave,1,Sidewalk: Curb side : Cutout,Private,,2,Width 2ft,37.71819458,-122.4554703
100217,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,527-529 Noe St,2,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.76061005,-122.4326774
213053,DPW Maintained,Prunus cerasifera :: Cherry Plum,66 Vasquez Ave,1,Sidewalk: Curb side : Yard,Private,,6,Width 3ft,37.74580676,-122.4586221
217963,DPW Maintained,Prunus cerasifera :: Cherry Plum,2547 16th Ave,1,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.74039628,-122.4723762
17298,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',30 Otis St,2,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.77275434,-122.4192518
68247,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3514 Pierce St,1,Sidewalk: Curb side : Cutout,Private,8/9/93 0:00,12,,37.80295728,-122.4399233
26093,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,31 Broad St,1,Sidewalk: Curb side : Cutout,DPW,,25,3X3,37.71313086,-122.4545126
35680,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,888 Francisco St,2,Sidewalk: Curb side : Cutout,Private,4/3/98 0:00,4,,37.80397731,-122.4196799
66464,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,55 Wood St,1,Sidewalk: Curb side : Cutout,Private,1/9/91 0:00,9,,37.7830023,-122.4492775
104084,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3400 Clay St,1,Sidewalk: Curb side : Cutout,Private,8/7/13 0:00,2,,37.78889653,-122.4490111
194842,DPW Maintained,Pittosporum undulatum :: Victorian Box,650 Delancey St,4,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.78314561,-122.389446
219597,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1179 Treat Ave,1,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.75139431,-122.412814
130908,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1268 Washington St,3,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.79419947,-122.4143329
8130,DPW Maintained,Pittosporum undulatum :: Victorian Box,903 Fulton St,1,Sidewalk: Curb side : Cutout,Private,12/17/97 0:00,6,3X3,37.77757113,-122.431996
229133,DPW Maintained,Lophostemon confertus :: Brisbane Box,837 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.7597222,-122.4168571
212695,DPW Maintained,Prunus cerasifera :: Cherry Plum,1354 06th Ave,1,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.76312657,-122.4629464
6874,DPW Maintained,Lophostemon confertus :: Brisbane Box,215X Fell St,1,Sidewalk: Curb side : Cutout,DPW,12/4/99 0:00,6,3X3,37.77603251,-122.421477
11610,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,80X Junipero Serra Blvd,1,Sidewalk: Curb side : Cutout,DPW,,18,2X3,37.73310263,-122.4721418
135478,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,100 Clay St,1,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.79549776,-122.3969568
212658,DPW Maintained,Prunus cerasifera :: Cherry Plum,339 Victoria St,1,Sidewalk: Property side : Yard,Private,,2,,37.71682034,-122.4654075
239524,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,76 Bronte St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.73850504,-122.4102836
196238,DPW Maintained,Prunus cerasifera :: Cherry Plum,455 Minna St,1,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.78132017,-122.4071182
208670,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,763 Joost Ave,2,Sidewalk: Curb side : Cutout,Private,,2,Width 2ft,37.73226979,-122.4525476
232181,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,165 Roosevelt Way,2,Sidewalk: Curb side : Cutout,Private,,16,Width 2ft,37.7666144,-122.4389896
60310,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1754 Grove St,1,Sidewalk: Curb side : Cutout,Private,10/7/82 0:00,11,,37.77503353,-122.4455745
15225,DPW Maintained,Lophostemon confertus :: Brisbane Box,1201 Mission St,4,Sidewalk: Curb side : Cutout,DPW,3/7/95 0:00,12,3X3,37.77723384,-122.4132712
59123,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,754 10th Ave,1,Sidewalk: Curb side : Cutout,Private,4/23/80 0:00,10,,37.77414236,-122.4679708
127673,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1231 Larkin St,1,Sidewalk: Curb side : Cutout,Private,,18,Width 4ft,37.78921555,-122.4188016
19155,DPW Maintained,Pittosporum undulatum :: Victorian Box,70 Sanchez St,1,Sidewalk: Curb side : Cutout,DPW,,15,3X3,37.76815698,-122.4313379
106470,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,108 NOE ST,4,Sidewalk: Curb side : Cutout,Private,,8,4x4,37.76725398,-122.4336531
2475,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2045X Pine St,1,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.78841489,-122.4294415
98662,DPW Maintained,Prunus cerasifera :: Cherry Plum,388 Townsend St,1,Sidewalk: Curb side : Cutout,Private,1/24/18 0:00,3,3x3,37.7758268,-122.3967644
56305,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,147 09th Ave,1,Sidewalk: Curb side : Cutout,Private,8/15/73 0:00,6,,37.7856398,-122.4679196
198172,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,23 Moss St,1,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.77807939,-122.4083554
179972,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1201 Russia Ave,1,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.71688346,-122.4271957
184300,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1536 Lower Great Hwy,2,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.75779154,-122.5088933
45229,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,901-999X Felton St,4,Sidewalk: Curb side : Cutout,Private,6/5/01 0:00,5,,37.72752077,-122.4139503
229132,DPW Maintained,Lophostemon confertus :: Brisbane Box,869 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,Private,9/28/83 0:00,19,Width 3ft,37.75929032,-122.4168136
218140,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,73 Ridge Ln,1,Sidewalk: Curb side : Yard,Private,,2,Width 6ft,37.71866029,-122.4520052
196071,DPW Maintained,Prunus cerasifera :: Cherry Plum,2301 17th St,3,Sidewalk: Curb side : Cutout,Private,,17,Width 4ft,37.76446328,-122.4066249
12826,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2212 Lake St,1,Sidewalk: Curb side : Cutout,DPW,2/2/10 0:00,3,3X3,37.78591107,-122.4832368
138724,DPW Maintained,Pittosporum undulatum :: Victorian Box,1803 SCOTT ST,1,Sidewalk: Curb side : Cutout,Private,,15,Width 0ft,37.78653397,-122.4385098
225440,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',4614 18th St,1,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.76055773,-122.4414118
18490,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,29 Powell St,1,Sidewalk: Curb side : Cutout,Private,,10,4x4,37.7849703,-122.407822
50398,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,11 Sylvan Dr,1,Sidewalk: Curb side : Cutout,Private,10/6/03 0:00,5,,37.73391222,-122.4855732
211943,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,220 San Anselmo Ave,1,Sidewalk: Curb side : Yard,Private,,32,Width 4ft,37.73457078,-122.4645026
232677,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,97 Mirabel Ave,1,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.74666666,-122.4150075
214701,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,289 Santa Ana Ave,2,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.73192961,-122.4677805
52543,Permitted Site,Pittosporum undulatum :: Victorian Box,1 Webster St,2,Sidewalk: Curb side : Cutout,Private,1/12/06 0:00,3,4x4,37.76943683,-122.4283103
58010,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,9 Loyola Ter,1,Sidewalk: Curb side : Cutout,Private,8/31/77 0:00,10,,37.77570152,-122.4489522
52392,Permitted Site,Prunus cerasifera :: Cherry Plum,99X Park St,4,Sidewalk: Curb side : Cutout,Private,12/14/05 0:00,5,3x3,37.73687737,-122.4240941
3418,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,6650X California St,3,Sidewalk: Curb side : Cutout,Private,,50,5,37.78378096,-122.4887686
25330,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,841 Ocean Ave,1,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.72284944,-122.4505665
208246,DPW Maintained,Lophostemon confertus :: Brisbane Box,75 San Lorenzo Way,3,Sidewalk: Curb side : Yard,Private,,3,Width 6ft,37.73892613,-122.4642865
225307,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',282 Hermann St,2,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.7703453,-122.4298349
180282,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1204x Alemany Blvd,20,Median : Cutout,DPW,,3,Width 3ft,37.72997722,-122.4330452
218956,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',138 Kensington Way,1,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.74159602,-122.4602734
119525,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,866 31st Ave,1,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.7729198,-122.4905892
229303,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,40 Day St,1,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.74314498,-122.4235656
71251,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1364 Broadway,1,Sidewalk: Curb side : Cutout,Private,,6,,37.79633796,-122.419544
61887,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1578 24th Ave,1,Sidewalk: Curb side : Cutout,Private,3/8/85 0:00,11,,37.7581801,-122.4820519
138939,DPW Maintained,Prunus cerasifera :: Cherry Plum,955 GROVE ST,1,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.77658449,-122.4323642
41260,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',201 California St,3,Sidewalk: Curb side : Cutout,Private,12/7/99 0:00,6,,37.79324927,-122.398936
1836,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2190X Bay Shore Blvd,1,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.71239816,-122.4022533
53654,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1323 Polk St,1,Sidewalk: Curb side : Cutout,Private,12/17/69 0:00,2,,37.78907949,-122.4204683
140830,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1 WOOD ST,1,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.78377876,-122.4492352
71329,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,346 Prague St,1,Sidewalk: Curb side : Cutout,Private,,11,,37.71667355,-122.428999
9060,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5522 Geary Blvd,1,Sidewalk: Curb side : Cutout,Private,,12,3X3,37.78071747,-122.4787873
28042,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1400 The Embarcadero,10,Sidewalk: Curb side : Cutout,Port,2/5/01 0:00,12,3X3,37.80439331,-122.4026893
10106,DPW Maintained,Prunus cerasifera :: Cherry Plum,785 Guerrero St,1,Sidewalk: Curb side : Cutout,DPW,,12,2X2,37.75864284,-122.4234009
64007,DPW Maintained,Lophostemon confertus :: Brisbane Box,2160 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,10/6/87 0:00,16,,37.80112405,-122.4176714
9234,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,6400 Geary Blvd,2,Sidewalk: Curb side : Cutout,DPW,10/1/93 0:00,6,3X3,37.78001959,-122.4879289
264993,DPW Maintained,Prunus cerasifera :: Cherry Plum,725 Irving St,3,Sidewalk: Curb side : Cutout,Private,12/7/20 0:00,3,Width 3ft,37.76397946,-122.4657242
225365,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',70 Otis St,2,Sidewalk: Curb side : Cutout,Private,,25,Width 4ft,37.77226437,-122.4198609
237413,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,609 28th St,5,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.74468886,-122.4359631
195076,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1095 Indiana St,17,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.75759866,-122.3910638
95239,Undocumented,Pittosporum undulatum :: Victorian Box,1220 Noe St,6,Sidewalk: Curb side : Cutout,SFUSD,,12,,37.74936289,-122.4327848
9323,DPW Maintained,Lophostemon confertus :: Brisbane Box,118 Gold Mine Dr,1,Sidewalk: Curb side : Cutout,Private,12/28/92 0:00,12,3x3,37.74275609,-122.4382819
143402,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1150 MARKET ST,29,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.77956497,-122.4139239
235506,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,553 Belvedere St,1,Sidewalk: Curb side : Cutout,Private,,20,Width 4ft,37.762588,-122.4480013
246244,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,106 Frederick St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.76744974,-122.4450071
249484,DPW Maintained,Lophostemon confertus :: Brisbane Box,1400x Van Ness Ave,4,Median : Cutout,DPW,,5,Width 3ft,37.78899156,-122.4220628
119533,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,5400 Fulton St,2,Sidewalk: Curb side : Cutout,Private,,2,Width 4ft,37.77239712,-122.4897481
175424,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,231 Craut St,1,Sidewalk: Curb side : Cutout,Private,9/7/11 0:00,9,Width 3ft,37.72938901,-122.428236
29844,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1700X Evans Ave,10,Sidewalk: Curb side : Cutout,PUC,9/11/06 0:00,3,4X4,37.74462352,-122.3911548
29090,DPW Maintained,Lophostemon confertus :: Brisbane Box,2X Ellis St,1,Sidewalk: Curb side : Cutout,DPW,11/19/05 0:00,3,3x3,37.78580423,-122.4059051
131600,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1064 Greenwich St,4,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.8013789,-122.4174677
141121,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,132 Anza St,2,Sidewalk: Curb side : Cutout,Private,,16,Width 0ft,37.78103675,-122.4482429
201634,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,451 Galvez Ave,3,Sidewalk: Curb side : Yard,Private,,2,Width 3ft,37.7286317,-122.3668025
95510,Undocumented,Tristaniopsis laurina :: Swamp Myrtle,500X 32nd Ave,10,Sidewalk: Curb side : Cutout,SFUSD,2/19/15 14:35,3,3x3,37.77969228,-122.492159
130266,DPW Maintained,Lophostemon confertus :: Brisbane Box,503 Jefferson St,3,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.80786788,-122.4180137
15236,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1321 Mission St,2,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,3X3,37.7759462,-122.4149129
229537,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1670 Sanchez St,1,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.74241529,-122.4288727
130100,DPW Maintained,Lophostemon confertus :: Brisbane Box,150 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.78257597,-122.4139358
24780,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,25 Point Lobos Ave,1,Sidewalk: Curb side : Cutout,Private,,15,3X3,37.77952212,-122.5030883
25805,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1300X The Embarcadero,1,Sidewalk: Curb side : Cutout,Port,10/15/95 0:00,6,4X4,37.803764,-122.4019248
236829,DPW Maintained,Prunus cerasifera :: Cherry Plum,11 Woodland Ave,4,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.76412497,-122.4535334
246169,DPW Maintained,Prunus cerasifera :: Cherry Plum,779 Buena Vista Ave West,1,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.76861482,-122.4435653
175422,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,251 Vienna St,1,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.72431148,-122.427472
991,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1664 Alemany Blvd,1,Sidewalk: Curb side : Cutout,Private,,20,4x4,37.72557102,-122.4367774
177360,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,229 Edinburgh St,1,Sidewalk: Curb side : Pot,Private,,1,Width 3ft,37.72532382,-122.4288135
86044,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1347 28th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/12/07 0:00,3,3x3,37.76220206,-122.4867774
236264,DPW Maintained,Prunus cerasifera :: Cherry Plum,1159 Florida St,1,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.75340769,-122.4100682
86459,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2218 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/28/06 0:00,3,3x3,37.74597923,-122.4844248
217559,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4050 19th Ave,1,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.71452747,-122.4699068
9960,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,199 Grove St,3,Sidewalk: Curb side : Cutout,DPW,,18,4x4,37.77819799,-122.4198085
195892,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,129 Whitney Young Cir,2,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73638116,-122.3858862
126683,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2850 Divisadero St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 6ft,37.79598789,-122.4419457
213168,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,751 Junipero Serra Blvd,1,Sidewalk: Curb side : Yard,Private,,17,Width 3ft,37.72392218,-122.4720312
238485,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,20 Lily St,4,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.77471964,-122.4214326
130654,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2131 Divisadero St,1,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78944787,-122.4408311
143225,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,275 Francisco St,3,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.80509158,-122.4097733
230825,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,68 Eureka St,1,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.76126584,-122.4383973
30972,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1917 Jackson St,1,Sidewalk: Curb side : Cutout,Private,3/13/95 0:00,5,,37.79338139,-122.4268096
9272,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,6800 Geary Blvd,1,Median : Cutout,DPW,,12,8M,37.7797465,-122.4924828
202681,DPW Maintained,Lophostemon confertus :: Brisbane Box,320 Mission Bay Blvd North,5,Sidewalk: Curb side : Cutout,Private,,3,Width 5ft,37.77126011,-122.3873957
265203,Private,Lophostemon confertus :: Brisbane Box,1200 Franklin St,2,Sidewalk: Curb side : Cutout,Private,1/21/21 0:00,3,,37.78551855,-122.4229648
133734,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2100 Scott St,5,Sidewalk: Curb side : Cutout,Private,,26,Width 3ft,37.7895955,-122.4389613
209931,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2445 Funston Ave,2,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.74245188,-122.4691816
250633,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,194 28th Ave,1,Sidewalk: Curb side : Yard,Private,,3,Width 4ft,37.78572778,-122.4881259
135090,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1401 The Embarcadero,48,Sidewalk: Property side : Yard,Private,,9,,37.80818684,-122.4087902
68169,DPW Maintained,Pittosporum undulatum :: Victorian Box,56 Almaden Ct,1,Sidewalk: Curb side : Cutout,Private,6/3/93 0:00,5,,37.77991723,-122.4577764
202552,DPW Maintained,Lophostemon confertus :: Brisbane Box,529 Brannan St,1,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.77751923,-122.3974006
32849,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,716 Elizabeth St,1,Sidewalk: Curb side : Cutout,Private,5/29/08 0:00,4,3x3,37.75200728,-122.4367826
139790,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1194 SCOTT ST,1,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.78064951,-122.4371464
104965,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,3660 21ST ST,3,Sidewalk: Property side : Yard,Private,,9,3x4,37.756518,-122.4291866
191659,DPW Maintained,Lophostemon confertus :: Brisbane Box,145 Main St,6,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.79100766,-122.3937405
229504,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,950 Church St,5,Sidewalk: Curb side : Cutout,Private,,1,Width 2ft,37.75529531,-122.4278837
90254,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3202 Balboa St,1,Sidewalk: Curb side : Cutout,DPW,4/22/08 0:00,3,3x3,37.77598293,-122.4932651
179073,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,201 Otsego Ave,2,Sidewalk: Property side : Yard,Private,,11,Width 10ft,37.72452127,-122.4402692
